id,AFIR_sim,SCIM_sim,TLss_sim,TLss_frac_change,TL0_05tau_frac_change,AFIR_thy,AFIR_simple_thy,SCIM_thy,SCIM_simpler_thy,SCIM_simplest_thy,CL,dose,T0,L0,keT,keL,keDT,keTL,Kd_DT,Kd_TL,kon_DT,kon_TL
892,0.0281,0.0296,0.117,3.52e-07,3.37e-16,0.788,3.72,0.561,0.564,3.93,2.4,990,0.0217,780,1020,4.75,88.8,52.8,0.0026,4.27,3870,2560
893,1,1,8.94,4.51e-12,2.09e-14,1,75200,140,4130,206000,2.4,359,710,0.241,169,125,3.18,5.87,422,19,4500,88.8
894,1,1,0.00768,2.36e-12,1.13e-16,1,9750000,806,4100,9760000,2.4,0.102,0.0314,23.7,184,4.22,0.186,8.62,0.826,96.9,1540,31.6
895,0.999,0.999,5.94e-05,4.88e-14,2.28e-16,1,445000,13.3,53.9,445000,2.4,0.414,0.000181,11,13.9,1.93,1.46,36.6,8.62,32.2,125,30.3
896,0.963,0.962,1.33e-07,4.02e-14,1.92e-16,1,13500,0.0393,56.2,13500,2.4,0.206,0.000198,0.00285,1.18,973,31.2,61.1,58.7,0.195,929,15.7
897,1,1,208,-1.36e-16,1.36e-16,0.999,1610,11,11,4350000,2.4,9.76,136,5.11,23.1,20.4,123,1350,0.677,0.569,1320,488
898,1,1,0.0566,-3.68e-15,3.68e-16,1,85400000,22000,547000,3.68e+09,2.4,1.41,58.2,0.000182,404,56.9,0.76,7.69,188,0.16,123,284
899,0.83,0.975,0.0268,-8.53e-10,0,0.62,1.63,2.29,7.47,12.9,2.4,203,1.17,0.0281,193,128,512,899,0.6,0.0345,8990,771
900,0.00902,0.00901,6.78e-07,9.79e-06,1.8e-16,0.811,4.3,1.29,4.23,4.31,2.4,951,0.00918,0.0184,14.2,436,7.97,81.9,0.0798,0.00415,4.57,36.7
901,1,1,605,-7.07e-14,1.88e-16,1,43000,0.0632,0.0632,63700,2.4,4.09,0.0932,120,3.64,41,62.2,3.93,0.314,0.00135,1490,229
902,1,1,73,-3.7e-12,5.04e-14,1,34600000,1700,1960,1.13e+08,2.4,0.979,35.8,0.304,282,181,0.0714,1.71,7.02,0.148,994,4450
903,0.953,0.953,0.0109,-1.4e-09,-1.51e-16,0.997,382,0.0691,0.0851,382,2.4,0.103,0.00265,3.55,25.7,154,365,25.1,0.0169,0.815,5080,4910
904,0.888,0.887,0.000106,-7.62e-10,1.14e-16,0.999,695,94.9,537,695,2.4,1.88,0.00243,1.23,4.12,30,0.0485,30,0.00941,14.9,5500,2.97
905,1,1,19.5,-1.82e-16,1.82e-16,1,4620000,174,176,2.56e+09,2.4,0.488,148,0.0191,19,58,0.999,31.4,80.8,0.0157,5.06,242
906,0.99,0.99,0.00021,1.06e-10,3.84e-16,1,50500,0.141,46.6,50500,2.4,0.693,0.0699,0.403,1.69,10.9,11.9,1.14,205,133,158,107
907,1,1,0.0295,1.65e-08,2.36e-16,0.999,1980,525,2170,2190,2.4,62.1,9.6,0.00244,37.8,158,0.0604,1.41,0.163,0.0175,2730,1.8
908,1,1,0.00149,-1.46e-15,0,1,13400,0.0266,166,13500,2.4,0.306,9.47,0.00116,12.5,600,474,3.81,0.00339,6.17,3.67,3.1
909,0.000807,0.000806,1.89e-09,-0.000263,-1.8e-16,0.276,0.382,0.0222,0.336,0.382,2.4,373,0.000274,0.414,17.3,903,773,136,0.0382,10.8,157,3.61
910,1,1,5.56e-07,-0.000998,-3.81e-16,1,41000,1.71,41000,41400,2.4,0.262,1.31,0.000129,65.9,406,38.9,1010,0.0643,280,7.48,40.5
911,0.997,0.997,1.45e-05,1.85e-12,0,1,177000,0.0943,1.53,177000,2.4,0.468,0.000222,0.384,30,2.19,305,10.1,683,0.105,3720,1.75
912,0.000423,0.000423,7.61e-12,7.98e-05,-1.84e-16,0.167,0.2,0.195,0.2,0.2,2.4,176,0.00472,0.000772,4.93,314,0.62,3.45,0.00307,202,1030,6.41
913,0.999,1,0.00156,1.39e-16,-1.39e-16,1,836000,43.3,59.1,14800000,2.4,0.326,0.0101,0.00178,15.4,3.01,2.66,57.6,24.7,0.00351,250,7190
914,0.696,0.698,0.000276,-5.27e-08,1.24e-15,0.587,1.42,0.475,1.43,1.43,2.4,549,198,0.000339,2.11,384,2.99,2.12,0.0781,170,3.56,66.1
915,0.922,0.971,0.00245,1.09e-09,0,0.989,93.3,92.2,266,266,2.4,256,35.4,0.00112,16.1,42.8,0.326,35,0.401,7.27,789,4.19
916,1.07,1.07,7.71e-10,-1.43e-09,-1.43e-16,1,7120,4090,7120,7120,2.4,99.7,0.000343,0.000137,730,9.29,0.0761,2.56,0.0474,65,5.39,3780
917,0.869,0.89,6.51e-05,-1.23e-08,-1.85e-16,1,2490,25.8,2770,3040,2.4,65.9,0.108,0.000202,205,340,9.63,210,6.38,0.00946,848,723
918,1,1,4110,-8.85e-16,0,1,6470,0.254,0.255,505000,2.4,0.208,422,139,3.37,67.6,696,177,0.212,13.1,2930,144
919,0.967,0.973,4130,-2.31e-09,2.14e-16,0.83,4.89,5.1,5.1,6.31,2.4,917,42.6,53.2,2.04,357,0.0494,1.3,0.00138,0.533,3100,1730
920,1,1,0.0081,1.92e-12,0,1,2210000,6.7,2890,2830000,2.4,0.242,4.47,0.000306,166,443,31.7,4.71,84.4,0.0181,82.7,31.1
921,1,1,0.465,-3.37e-13,-1.19e-16,1,1180000,5.73,5.88,1210000,2.4,10.6,0.0118,136,272,1.89,3.6,14.2,44.9,2.17,8680,11.1
922,1,1,16.1,0,4.42e-16,1,1190000,20200,96800,5930000,2.4,0.117,310,1.21,412,1200,0.0843,359,0.0224,22.4,451,375
923,0.886,0.998,33.2,6.22e-10,0,1,6120,2360,2370,445000,2.4,711,16.9,0.46,6.53,1220,0.509,1210,0.721,0.0371,10.9,6180
924,1,1,25.6,1.24e-13,0,1,1030000,0.218,0.22,1030000,2.4,0.673,0.28,266,336,212,34.1,3.85,28.3,0.00178,365,1.33
925,1,1,0.306,8.3e-13,1.65e-14,1,54900,12700,42700,66200,2.4,2.92,2.45,90.9,1370,21.6,0.102,1310,0.00103,727,13,5920
926,1,1,7130,1.28e-16,0,1,101000,7.9,7.9,1.7e+10,2.4,25.7,297,3.54,22.8,2.32,24.8,195,0.00318,0.0102,2.2,1420
927,0.999,0.999,0.00228,2.31e-13,0,1,410000,71,1660,410000,2.4,38,0.0513,1.42,28,220,0.468,150,175,4.69,1120,5.48
928,0.993,0.993,5.64e-07,-1.1e-09,0,1,68600,22.4,40400,68600,2.4,284,0.00249,0.0609,453,19.2,20.2,9.22,724,267,100,843
929,0.98,0.98,0.000108,7.8e-10,0,1,20600,11.4,952,20600,2.4,9.03,0.00958,2.34,13.7,4.49,1.37,183,13.3,135,37.1,2.7
930,0.988,0.998,0.00151,-2.15e-09,-1.87e-15,1,2690,164,418,13900,2.4,0.405,0.0124,0.0487,355,2,7.39,268,0.0129,0.34,1680,4490
931,0.413,0.413,1.38e-06,0.000785,1.27e-16,0.997,335,0.202,18.2,335,2.4,13.9,0.000315,7.05,9.06,2.34,46,31.1,11.8,648,6.53,2.02
932,0.96,0.996,0.00241,1.64e-11,0,1,13600,2.09,24.1,136000,2.4,5.74,0.256,0.0583,15.9,3.72,104,811,283,0.166,8120,135
933,1,1,9.55,-1.06e-11,-1.86e-16,1,6480000,46.7,46.7,7250000,2.4,0.704,0.00617,76.4,110,2.8,0.0586,2.67,0.0524,0.00248,6530,56.8
934,0.933,0.933,1.18e-07,-8.88e-09,2.1e-16,1,6220,4.25,6150,6220,2.4,78.8,0.0162,0.00109,941,468,221,238,1.35,0.0973,2.34,1.71
935,0.405,0.414,3.89e-08,-7.52e-13,-1.41e-16,0.99,101,103,105,105,2.4,422,0.161,0.000208,672,1.98,0.104,141,0.00515,351,326,42.9
936,0.996,0.996,0.00194,-2.13e-11,-2.22e-16,1,89800,8.27,7790,90000,2.4,51.1,2.01,0.0128,6.44,193,0.78,2.87,461,12.9,105,8.14
937,0.494,0.492,0.176,1.03e-07,0,0.997,318,53.9,54,318,2.4,573,0.000388,1.73,5.05,1130,0.113,7.32,0.00251,0.00113,5590,9740
938,1,1,0.000172,2.02e-14,0,1,9920000,161,1150,9920000,2.4,0.357,0.00105,3.36,3.31,28.7,0.0964,90.5,15.6,20.5,7.04,2180
939,1,1,0.00574,-6.38e-14,-1.51e-16,1,1320000,110,234000,5930000,2.4,3.74,56.8,0.00388,2.4,238,0.0999,563,167,0.092,17.1,14.7
940,1,1,0.224,-8.55e-15,1.24e-16,1,51100,48.6,6980,130000,2.4,0.383,85.7,0.069,23.6,85.4,1.23,40.5,0.0054,13.7,1.47,3.19
941,0.998,0.999,0.0758,-6.9e-11,0,1,54000,617,1090,118000,2.4,1.75,0.128,0.0821,122,2.44,0.191,3.14,0.115,0.00322,36.4,23.2
942,0.019,0.0191,5.08e-08,-5.38e-06,1.59e-16,0.902,9.17,0.193,5.8,9.19,2.4,902,0.00021,0.012,202,44.6,1040,425,33.6,0.745,1270,2080
943,0.989,0.989,2.74e-07,1.28e-09,-1.91e-16,1,2110,31.8,2150,2150,2.4,5.55,0.156,0.000139,414,1.75,13.1,20.2,0.00201,70.8,42.9,2.8
944,1,1,3.76,3.97e-12,-6.18e-14,1,5970,0.0643,0.929,9580,2.4,6.75,80.9,0.913,47.4,55.8,1110,8.18,775,19.7,1080,521
945,0.000342,0.000327,1.01e-06,-9.97e-08,1.4e-16,0.139,0.162,0.00118,0.00433,0.162,2.4,26.6,0.00853,0.472,1.21,32.9,1100,1.56,1.87,0.598,3190,2.23
946,1,1,0.00138,7.9e-13,0,1,10600000,8.3,303,10900000,2.4,0.504,0.0503,0.0434,7.17,36.7,0.955,28.4,534,0.0706,1.6,18.8
947,0.974,0.974,11.6,-4.15e-09,-1.2e-15,0.997,358,2.26,2.72,358,2.4,15.6,2.44,18.5,32,319,2.81,1.16,0.0115,3.8,8.42,4790
948,0.931,0.93,0.0227,7.01e-14,0,1,5690,15.9,123,5770,2.4,42.8,0.171,0.0165,46.3,554,2.62,5.49,11.3,0.00121,5810,48.1
949,0.483,0.483,0.108,8.75e-08,-1.24e-16,0.993,151,27.9,35.6,151,2.4,27.3,0.0815,698,16.4,35.6,0.821,32.3,0.0265,250,4160,8.33
950,0.652,0.817,0.00116,1.95e-07,2.22e-13,0.989,89.5,182,209,209,2.4,378,4.28,0.115,44.8,6.12,0.075,659,0.0467,345,3220,8180
951,0.000781,0.000782,7.79e-08,-6.75e-07,-1.36e-16,0.229,0.297,0.0344,0.297,0.298,2.4,23.5,1.23,0.000632,1.18,1260,30.3,6.92,0.00178,7.78,206,458
952,0.544,0.797,3.44,-1.04e-07,0,0.995,190,1.27,1.31,631,2.4,114,0.483,0.126,12.7,321,17.6,21.8,1.46,0.00846,234,3840
953,1.18,1.18,0.000134,-3.39e-11,0,1,9310,98.1,3190,9410,2.4,0.78,0.00549,0.00469,3.24,97.5,0.0408,41.1,0.0601,0.00103,404,182
954,1,1,0.0466,3.2e-10,0,1,68000,90.3,315,71300,2.4,0.25,0.122,2.69,54.4,224,2.39,615,0.0726,5.32,54.1,354
955,1,1,0.35,-1.02e-11,-1.43e-15,1,3440000,363,635,5780000,2.4,49.7,0.439,34.4,993,1.69,2.14,113,280,42.7,38.9,261
956,0.00282,0.00283,2.7e-08,-0.0366,0,0.572,1.34,0.0943,1.33,1.34,2.4,189,0.0104,0.00419,1.23,5.95,12.2,11.5,0.44,4.57,7.45,1060
957,1,1,199,2.63e-12,-1.43e-16,1,3.98e+08,2570,2570,1.01e+10,2.4,0.241,1.38,749,1.29,1.1,0.0393,101,0.215,0.00265,133,19.4
958,0.983,0.983,6.37e-10,-7.68e-13,3.19e-16,1,26700,7.61,26600,26700,2.4,275,0.000384,0.000197,564,86.1,74.1,102,802,116,428,94.6
959,1,1,2460,1.53e-14,-1.85e-16,0.985,65,28.8,29.8,132,2.4,136,224,179,115,394,1.05,29.8,0.0027,0.0149,71.2,1.83
960,0.653,0.654,5.3e-07,1.12e-07,-3.92e-16,0.746,2.94,0.12,2.95,2.95,2.4,36.4,0.289,0.000217,80.2,886,645,606,0.587,77,5030,1180
961,1,1,8.98e-07,-4.22e-13,-1.18e-16,1,3e+07,5930,11300000,30500000,2.4,84.8,0.00277,0.00168,872,30.2,0.149,821,361,0.378,393,171
962,0.782,0.782,0.251,2.55e-10,-1.73e-16,0.999,1420,8.45,11.4,1420,2.4,210,0.113,82.2,108,883,9.94,76.3,7.56,0.00155,1040,2.64
963,1,1,0.000167,-9.98e-14,1.62e-16,1,24600000,158,596,24600000,2.4,6.19,0.000462,0.888,1070,35.1,4.96,1.23,587,2.45,86.6,848
964,0.997,1,1.18,-3.46e-09,0,1,51600,1420,2930,940000,2.4,212,22.8,1.65,257,9.06,1.76,218,59.7,1.58,396,7.2
965,0.0254,0.0252,1.31e-07,-1.79e-12,0,0.924,12.2,9.23,12.3,12.3,2.4,217,0.0417,0.00134,10.6,1.27,0.285,1.24,0.022,9.51,7.68,1
966,1.06,1.06,9.33e-05,5.31e-05,1.54e-16,0.999,1190,336,819,1190,2.4,24.6,0.000408,0.0359,6.24,112,0.036,66,0.0364,0.118,5.8,1380
967,1,1,7.36,4.83e-16,-2.41e-16,1,2100,49.2,49.7,803000,2.4,8.55,25.2,0.025,148,2.24,10.3,2.9,0.0775,0.00165,10.8,34.5
968,1,1,1.33,-4.92e-12,-6.3e-14,0.999,1090,0.101,0.499,1130,2.4,0.153,5.43,64.6,2.21,5.91,40.5,11.2,0.0022,264,35.7,4240
969,1,1,0.00781,-4.88e-15,4.44e-16,1,25900000,198,2630,25900000,2.4,0.164,0.0962,8.96,1370,1.6,6.39,1.54,16.4,110,63.3,501
970,0.896,0.999,40.5,-9.14e-10,0,1,28700,2750,2780,2240000,2.4,446,27.2,107,1.09,4.06,0.298,828,2.45,0.341,2.51,11.5
971,0.69,0.694,5.88e-05,1.72e-05,1.6e-16,0.999,984,1.6,121,1010,2.4,3.48,0.00734,0.00183,25.5,272,17,128,0.0015,0.107,9.5,2470
972,1,1,1.33e-06,-1.59e-16,-1.59e-16,1,15500000,79.4,26200,15500000,2.4,0.21,0.00044,0.651,236,93.3,2.97,229,33.9,213,3490,125
973,1,1,0.00104,7.31e-14,-1.87e-15,0.0776,0.0842,0.732,0.736,0.736,2.4,631,672,0.000538,103,42.3,6.63,169,0.00132,339,4410,21.7
974,0.933,1,0.00525,-7e-11,0,0.922,11.8,3160,3380,3480,2.4,677,4.08,0.000133,421,1.19,2.61,8.81,0.0175,0.00169,111,87
975,1,1,1.86,2.12e-13,0,1,2e+06,1.09,1.1,2280000,2.4,4.13,0.0258,84.4,19.6,50.2,290,320,0.00453,0.187,3.38,326
976,0.986,0.986,0.0847,8.83e-10,0,1,33400,0.295,0.312,33500,2.4,118,0.00485,122,3.47,87.2,787,245,573,0.388,44.1,37.9
977,0.814,0.823,0.000349,1.09e-07,-1.28e-16,0.999,686,56.8,724,729,2.4,60.5,0.762,0.0136,5.36,124,0.0949,247,0.576,0.189,5.21,10.2
978,0.999,0.999,2.29e-06,-1.18e-10,0,1,84100,15.7,1710,84400,2.4,18.4,0.000253,0.000597,1.47,143,0.168,132,81,0.00485,6850,2160
979,0.0165,0.502,0.0137,1.77e-07,6.22e-15,0.714,2.5,0.724,16.9,131,2.4,781,36.7,0.00514,4.64,1.16,322,11.2,0.0203,6.87,2.87,542
980,0.195,0.195,6.97e-07,-2.62e-08,-2.37e-16,0.991,114,0.138,10.6,114,2.4,7.74,0.000298,1.79,18.6,20.5,134,18.8,5.06,138,764,1.77
981,1,1,0.606,1.31e-12,0,1,10600000,17100,904000,2e+08,2.4,8.26,599,0.0391,258,745,0.281,860,78.6,3.97,345,24.8
982,1,1,0.00635,-6.41e-13,0,1,32100000,786,104000,35100000,2.4,12,0.916,0.167,43.8,31,0.0612,76.1,442,0.526,34.7,3.22
983,0.461,0.461,2.11e-06,-2.89e-06,-1.85e-16,0.998,405,0.169,8.75,406,2.4,67.8,0.000237,0.000822,69,292,405,48.9,5.67,0.00116,3.2,1180
984,1,1,0.00936,4.34e-11,8.19e-14,1,1800000,335,16800,20500000,2.4,7.94,5.26,0.141,1.03,1.92,0.0525,301,396,79.1,1.44,9210
985,0.996,0.996,0.449,8.29e-11,-4.93e-16,1,80800,22.2,27,90300,2.4,25.8,0.11,396,1280,3.02,23.2,313,6.7,96.4,2.58,506
986,1,1,6.15e-05,0,-4.41e-16,1,19700000,15.6,43.1,19700000,2.4,0.201,0.000108,0.941,163,133,7.29,26.5,134,0.0405,7060,16.4
987,0.0219,0.0219,8.86e-12,2.78e-08,-1.28e-16,0.914,10.6,0.00841,10.6,10.6,2.4,8.07,0.000811,0.000111,1.3,1.4,156,1440,8.4,0.00197,2860,6.47
988,0.569,0.568,0.0864,-1.06e-08,-3.65e-16,0.998,623,0.00389,0.0039,623,2.4,17.6,0.00017,442,48.4,15.1,611,2.33,0.0316,0.439,237,41.6
989,1,1,0.00262,8.52e-13,-1.37e-14,1,5770000,163,73900,5780000,2.4,13.5,1.2,0.455,442,8.87,2.71,2.49,397,209,1.96,1330
990,1,1,0.355,1.84e-10,2.16e-14,0.997,375,0.682,16.3,432,2.4,31.3,9.7,0.0964,594,155,962,6.41,1.43,2.63,67.1,2220
991,1,1,412,2.31e-09,0,1,1210000,70.9,72.5,10300000,2.4,0.452,76.9,3.68,2.97,1270,1.18,84.8,0.8,0.453,3.14,362
992,0.719,0.833,0.00667,-1.5e-07,0,0.999,1790,0.0162,0.0198,3480,2.4,3.22,0.00348,0.0186,1.86,1,151,2.19,3.93,0.00299,1.49,429
993,0.994,0.994,0.274,-1.94e-09,-4.49e-14,1,60300,96.7,791,60800,2.4,399,2.02,115,71.4,1.43,0.659,4.9,183,846,983,344
994,1,1,1210,7.52e-16,3.76e-16,0.99,100,0.128,0.129,11400,2.4,8.66,868,0.239,16.3,827,234,18.4,1.22,0.121,83.3,365
995,1,1,147,1.93e-16,0,1,11100000,5150,5160,2.43e+11,2.4,0.858,518,0.00343,496,4.85,0.34,2.48,5.4,0.00641,25.7,435
996,0.0564,0.0569,1.52e-05,-9.81e-08,-2.03e-16,0.965,27.7,0.311,16.8,28,2.4,60.2,0.036,0.0152,11.2,61.6,36.4,30.8,4.38,1.99,1290,564
997,1,1,9.33,-1.11e-13,1.9e-16,1,1.2e+07,4.26,4.26,1.2e+07,2.4,72.3,0.00101,522,8.8,934,37.9,161,18.2,0.034,380,7120
998,1,1,825,-2.15e-14,9.65e-15,1,23800000,0.352,0.353,4.96e+08,2.4,0.113,54.5,68.3,95.7,1.03,22.7,1.69,418,4.44,539,24
999,1,1,4.48,-1.39e-15,1.98e-16,0.998,418,336,387,74300,2.4,41,123,0.114,459,2.46,32.4,11,0.976,0.283,1240,3.89
1000,0.364,0.364,4.25e-05,-1.31e-07,-1.16e-16,0.996,270,0.657,1.55,270,2.4,200,0.000159,3.06,207,49.5,203,33.6,30.2,3.26,22.1,36.3
